Gene	peak.time
Tb927.7.1590	Late G1
Tb927.7.1610	Late G1
Tb927.7.1640	Late G1
Tb927.7.170	Late G1
Tb927.7.1700	Late G1
Tb927.7.1720	Late G1
Tb927.7.1770	Late G1
Tb927.7.190	Late G1
Tb927.7.1910	Late G1
Tb927.7.200	Late G1
Tb927.7.210	Late G1
Tb927.7.2180	Late G1
Tb927.7.220	Late G1
Tb927.7.2230	Late G1
Tb927.7.2310	Late G1
Tb927.7.2390	Late G1
Tb927.7.2450	Late G1
Tb927.7.250	Late G1
Tb927.7.2540	Late G1
Tb927.7.2560	Late G1
Tb927.7.2580	Late G1
Tb927.7.2710	Late G1
Tb927.7.2720	Late G1
Tb927.7.2740	Late G1
Tb927.7.2750	Late G1
Tb927.7.2780	Late G1
Tb927.7.280	Late G1
Tb927.7.2960	Late G1
Tb927.7.2970	Late G1
Tb927.7.300	Late G1
Tb927.7.3120	Late G1
Tb927.7.3160	Late G1
Tb927.7.320	Late G1
Tb927.7.3220	Late G1
Tb927.7.3290	Late G1
Tb927.7.3350	Late G1
Tb927.7.3410	Late G1
Tb927.7.3430	Late G1
Tb927.7.3460	Late G1
Tb927.7.3470	Late G1
Tb927.7.3520	Late G1
Tb927.7.3540	Late G1
Tb927.7.3600	Late G1
Tb927.7.3710	Late G1
Tb927.7.3730	Late G1
Tb927.7.3870	Late G1
Tb927.7.3880	Late G1
Tb927.7.3890	Late G1
Tb927.7.3900	Late G1
Tb927.7.4010	Late G1
Tb927.7.4060	Late G1
Tb927.7.4090	Late G1
Tb927.7.4120	Late G1
Tb927.7.4160	Late G1
Tb927.7.4190	Late G1
Tb927.7.4230	Late G1
Tb927.7.4240	Late G1
Tb927.7.4270	Late G1
Tb927.7.4300	Late G1
Tb927.7.4320	Late G1
Tb927.7.4330	Late G1
Tb927.7.4360	Late G1
Tb927.7.4370	Late G1
Tb927.7.4470	Late G1
Tb927.7.450	Late G1
Tb927.7.4580	Late G1
Tb927.7.4590	Late G1
Tb927.7.460	Late G1
Tb927.7.4630	Late G1
Tb927.7.4660	Late G1
Tb927.7.4670	Late G1
Tb927.7.4690	Late G1
Tb927.7.4770	Late G1
Tb927.7.4810	Late G1
Tb927.7.4830	Late G1
Tb927.7.4860	Late G1
Tb927.7.490	Late G1
Tb927.7.4930	Late G1
Tb927.7.4950	Late G1
Tb927.7.4970	Late G1
Tb927.7.4980	Late G1
Tb927.7.5060	Late G1
Tb927.7.510	Late G1
Tb927.7.5100	Late G1
Tb927.7.5200	Late G1
Tb927.7.5270	Late G1
Tb927.7.5300	Late G1
Tb927.7.5320	Late G1
Tb927.7.5330	Late G1
Tb927.7.5360	Late G1
Tb927.7.5370	Late G1
Tb927.7.5400	Late G1
Tb927.7.5420	Late G1
Tb927.7.5450	Late G1
Tb927.7.5460	Late G1
Tb927.7.5480	Late G1
Tb927.7.5490	Late G1
Tb927.7.550	Late G1
Tb927.7.5550	Late G1
Tb927.7.560	Late G1
Tb927.7.5600	Late G1
Tb927.7.5630	Late G1
Tb927.7.5650	Late G1
Tb927.7.5670	Late G1
Tb927.7.570	Late G1
Tb927.7.5700	Late G1
Tb927.7.5730	Late G1
Tb927.7.5760	Late G1
Tb927.7.5790	Late G1
Tb927.7.5830	Late G1
Tb927.7.5840	Late G1
Tb927.7.5850	Late G1
Tb927.7.5870	Late G1
Tb927.7.5880	Late G1
Tb927.7.5910	Late G1
Tb927.7.5920	Late G1
Tb927.7.5940	Late G1
Tb927.7.6050	Late G1
Tb927.7.6090	Late G1
Tb927.7.6100	Late G1
Tb927.7.6180	Late G1
Tb927.7.6250	Late G1
Tb927.7.6310	Late G1
Tb927.7.6400	Late G1
Tb927.7.6420	Late G1
Tb927.7.6430	Late G1
Tb927.7.670	Late G1
Tb927.7.6730	Late G1
Tb927.7.6740	Late G1
Tb927.7.6780	Late G1
Tb927.7.6810	Late G1
Tb927.7.6820	Late G1
Tb927.7.6840	Late G1
Tb927.7.690	Late G1
Tb927.7.6900	Late G1
Tb927.7.6960	Late G1
Tb927.7.7070	Late G1
Tb927.7.7090	Late G1
Tb927.7.710	Late G1
Tb927.7.7150	Late G1
Tb927.7.7160	Late G1
Tb927.7.7190	Late G1
Tb927.7.720	Late G1
Tb927.7.7220	Late G1
Tb927.7.7270	Late G1
Tb927.7.730	Late G1
Tb927.7.7320	Late G1
Tb927.7.7350	Late G1
Tb927.7.7460	Late G1
Tb927.7.7490	Late G1
Tb927.7.750	Late G1
Tb927.7.7510	Late G1
Tb927.7.7520	Late G1
Tb927.7.810	Late G1
Tb927.7.850	Late G1
Tb927.7.860	Late G1
Tb927.7.910	Late G1
Tb927.7.930	Late G1
Tb927.7.940	Late G1
Tb927.7.950	Late G1
Tb927.7.970	Late G1
Tb927.7.980	Late G1
Tb927.8.1000	Late G1
Tb927.8.1120	Late G1
Tb927.8.1210	Late G1
Tb927.8.1290	Late G1
Tb927.8.1380	Late G1
Tb927.8.1410	Late G1
Tb927.8.1420	Late G1
Tb927.8.1430	Late G1
Tb927.8.1440	Late G1
Tb927.8.1650	Late G1
Tb927.8.1880	Late G1
Tb927.8.1900	Late G1
Tb927.8.1940	Late G1
Tb927.8.1960	Late G1
Tb927.8.1990	Late G1
Tb927.8.2100	Late G1
Tb927.8.2110	Late G1
Tb927.8.2200	Late G1
Tb927.8.2250	Late G1
Tb927.8.2310	Late G1
Tb927.8.2330	Late G1
Tb927.8.2400	Late G1
Tb927.8.2430	Late G1
Tb927.8.2440	Late G1
Tb927.8.2460	Late G1
Tb927.8.2490	Late G1
Tb927.8.2530	Late G1
Tb927.8.2550	Late G1
Tb927.8.2560	Late G1
Tb927.8.2590	Late G1
Tb927.8.2670	Late G1
Tb927.8.2680	Late G1
Tb927.8.2720	Late G1
Tb927.8.2740	Late G1
Tb927.8.2820	Late G1
Tb927.8.2870	Late G1
Tb927.8.2890	Late G1
Tb927.8.3050	Late G1
Tb927.8.3060	Late G1
Tb927.8.3090	Late G1
Tb927.8.3180	Late G1
Tb927.8.3190	Late G1
Tb927.8.3240	Late G1
Tb927.8.3270	Late G1
Tb927.8.3310	Late G1
Tb927.8.3400	Late G1
Tb927.8.3430	Late G1
Tb927.8.3480	Late G1
Tb927.8.3490	Late G1
Tb927.8.3500	Late G1
Tb927.8.3510	Late G1
Tb927.8.3520	Late G1
Tb927.8.3540	Late G1
Tb927.8.3550	Late G1
Tb927.8.3560	Late G1
Tb927.8.3600	Late G1
Tb927.8.3610	Late G1
Tb927.8.3670	Late G1
Tb927.8.3720	Late G1
Tb927.8.3750	Late G1
Tb927.8.3800	Late G1
Tb927.8.3850	Late G1
Tb927.8.3870	Late G1
Tb927.8.4000	Late G1
Tb927.8.4010	Late G1
Tb927.8.4060	Late G1
Tb927.8.4170	Late G1
Tb927.8.4180	Late G1
Tb927.8.4220	Late G1
Tb927.8.4230	Late G1
Tb927.8.4280	Late G1
Tb927.8.4360	Late G1
Tb927.8.4370	Late G1
Tb927.8.4380	Late G1
Tb927.8.4390	Late G1
Tb927.8.4410	Late G1
Tb927.8.4420	Late G1
Tb927.8.4480	Late G1
Tb927.8.4490	Late G1
Tb927.8.4570	Late G1
Tb927.8.4620	Late G1
Tb927.8.480	Late G1
Tb927.8.4880	Late G1
Tb927.8.4890	Late G1
Tb927.8.490	Late G1
Tb927.8.4900	Late G1
Tb927.8.5050	Late G1
Tb927.8.5120	Late G1
Tb927.8.5140	Late G1
Tb927.8.5150	Late G1
Tb927.8.530	Late G1
Tb927.8.5330	Late G1
Tb927.8.5380	Late G1
Tb927.8.5390	Late G1
Tb927.8.540	Late G1
Tb927.8.5400	Late G1
Tb927.8.550	Late G1
Tb927.8.5660	Late G1
Tb927.8.570	Late G1
Tb927.8.5700	Late G1
Tb927.8.5720	Late G1
Tb927.8.5790	Late G1
Tb927.8.580	Late G1
Tb927.8.5840	Late G1
Tb927.8.5870	Late G1
Tb927.8.5880	Late G1
Tb927.8.5890	Late G1
Tb927.8.590	Late G1
Tb927.8.5900	Late G1
Tb927.8.5950	Late G1
Tb927.8.6000	Late G1
Tb927.8.6070	Late G1
Tb927.8.6080	Late G1
Tb927.8.6090	Late G1
Tb927.8.610	Late G1
Tb927.8.6190	Late G1
Tb927.8.620	Late G1
Tb927.8.6220	Late G1
Tb927.8.6260	Late G1
Tb927.8.6370	Late G1
Tb927.8.6380	Late G1
Tb927.8.6400	Late G1
Tb927.8.6420	Late G1
Tb927.8.6430	Late G1
Tb927.8.6560	Late G1
Tb927.8.660	Late G1
Tb927.8.6640	Late G1
Tb927.8.670	Late G1
Tb927.8.6750	Late G1
Tb927.8.6880	Late G1
Tb927.8.690	Late G1
Tb927.8.6920	Late G1
Tb927.8.6990	Late G1
Tb927.8.700	Late G1
Tb927.8.7010	Late G1
Tb927.8.7030	Late G1
Tb927.8.7070	Late G1
Tb927.8.7110	Late G1
Tb927.8.7150	Late G1
Tb927.8.7260	Late G1
Tb927.8.730	Late G1
Tb927.8.7370	Late G1
Tb927.8.750	Late G1
Tb927.8.7500	Late G1
Tb927.8.7540	Late G1
Tb927.8.7590	Late G1
Tb927.8.7600	Late G1
Tb927.8.7610	Late G1
Tb927.8.7680	Late G1
Tb927.8.770	Late G1
Tb927.8.7720	Late G1
Tb927.8.7740	Late G1
Tb927.8.7790	Late G1
Tb927.8.7860	Late G1
Tb927.8.8010	Late G1
Tb927.8.8020	Late G1
Tb927.8.8030	Late G1
Tb927.8.8140	Late G1
Tb927.8.8160	Late G1
Tb927.8.8260	Late G1
Tb927.8.8270	Late G1
Tb927.8.8280	Late G1
Tb927.8.8290	Late G1
Tb927.8.830	Late G1
Tb927.8.8300	Late G1
Tb927.8.850	Late G1
Tb927.8.860	Late G1
Tb927.8.940	Late G1
Tb06.3A7.270	S phase
Tb07.26A24.210	S phase
Tb09.160.0340	S phase
Tb09.160.0650	S phase
Tb09.160.0670	S phase
Tb09.160.0680	S phase
Tb09.160.0990	S phase
Tb09.160.1200	S phase
Tb09.160.1290	S phase
Tb09.160.1300	S phase
Tb09.160.1310	S phase
Tb09.160.1410	S phase
Tb09.160.1430	S phase
Tb09.160.1440	S phase
Tb09.160.1560	S phase
Tb09.160.1570	S phase
Tb09.160.1620	S phase
Tb09.160.1630	S phase
Tb09.160.1640	S phase
Tb09.160.1660	S phase
Tb09.160.1780	S phase
Tb09.160.2050	S phase
Tb09.160.2210	S phase
Tb09.160.2240	S phase
Tb09.160.2260	S phase
Tb09.160.2270	S phase
Tb09.160.2290	S phase
Tb09.160.2470	S phase
Tb09.160.2620	S phase
Tb09.160.2660	S phase
Tb09.160.2860	S phase
Tb09.160.2870	S phase
Tb09.160.2980	S phase
Tb09.160.3090	S phase
Tb09.160.3150	S phase
Tb09.160.3220	S phase
Tb09.160.3240	S phase
Tb09.160.3300	S phase
Tb09.160.3410	S phase
Tb09.160.3470	S phase
Tb09.160.3980	S phase
Tb09.160.4210	S phase
Tb09.160.4500	S phase
Tb09.160.4550	S phase
Tb09.160.4660	S phase
Tb09.160.4680	S phase
Tb09.160.4710	S phase
Tb09.160.4870	S phase
Tb09.160.4910	S phase
Tb09.160.4920	S phase
Tb09.160.5120	S phase
Tb09.160.5250	S phase
Tb09.160.5640	S phase
Tb09.160.5670	S phase
Tb09.211.0290	S phase
Tb09.211.0330	S phase
Tb09.211.0370	S phase
Tb09.211.0500	S phase
Tb09.211.0910	S phase
Tb09.211.0940	S phase
Tb09.211.0950	S phase
Tb09.211.1170	S phase
Tb09.211.1230	S phase
Tb09.211.1320	S phase
Tb09.211.1360	S phase
Tb09.211.1500	S phase
Tb09.211.1600	S phase
Tb09.211.1620	S phase
Tb09.211.1670	S phase
Tb09.211.1830	S phase
Tb09.211.2410	S phase
Tb09.211.2420	S phase
Tb09.211.2790	S phase
Tb09.211.2880	S phase
Tb09.211.2940	S phase
Tb09.211.2950	S phase
Tb09.211.3140	S phase
Tb09.211.3160	S phase
Tb09.211.3230	S phase
Tb09.211.3240	S phase
Tb09.211.3860	S phase
Tb09.211.3890	S phase
Tb09.211.3940	S phase
Tb09.211.3980	S phase
Tb09.211.4060	S phase
Tb09.211.4070	S phase
Tb09.211.4180	S phase
Tb09.211.4280	S phase
Tb09.211.4290	S phase
Tb09.211.4440	S phase
Tb09.211.4570	S phase
Tb09.211.4580	S phase
Tb09.211.4600	S phase
Tb09.211.4780	S phase
Tb09.211.4800	S phase
Tb09.211.4810	S phase
Tb09.211.4820	S phase
Tb09.211.4890	S phase
Tb09.211.4900	S phase
Tb09.211.4930	S phase
Tb09.211.4980	S phase
Tb09.244.2570	S phase
Tb09.244.2600	S phase
Tb09.v1.0210	S phase
Tb09.v1.0720	S phase
Tb09.v2.0010	S phase
Tb09.v4.0066	S phase
Tb09.v4.0067	S phase
Tb10.05.0040	S phase
Tb10.05.0080	S phase
Tb10.05.0170	S phase
Tb10.05.0190	S phase
Tb10.05.0270	S phase
Tb10.26.0140	S phase
Tb10.26.0170	S phase
Tb10.26.0180	S phase
Tb10.26.0310	S phase
Tb10.26.0330	S phase
Tb10.26.0430	S phase
Tb10.26.0440	S phase
Tb10.26.0480	S phase
Tb10.26.0510	S phase
Tb10.26.0530	S phase
Tb10.26.0600	S phase
Tb10.26.0830	S phase
Tb10.26.0850	S phase
Tb10.26.0880	S phase
Tb10.26.0900	S phase
Tb10.26.0930	S phase
Tb10.26.0940	S phase
Tb10.26.0950	S phase
Tb10.26.0960	S phase
Tb10.389.0060	S phase
Tb10.389.0070	S phase
Tb10.389.0140	S phase
Tb10.389.0150	S phase
Tb10.389.0170	S phase
Tb10.389.0190	S phase
Tb10.389.0210	S phase
Tb10.389.0310	S phase
Tb10.389.0360	S phase
Tb10.389.0370	S phase
Tb10.389.0430	S phase
Tb10.389.0520	S phase
Tb10.389.0570	S phase
Tb10.389.0600	S phase
Tb10.389.0630	S phase
Tb10.389.0660	S phase
Tb10.389.0730	S phase
Tb10.389.0880	S phase
Tb10.389.1020	S phase
Tb10.389.1070	S phase
Tb10.389.1220	S phase
Tb10.389.1230	S phase
Tb10.389.1320	S phase
Tb10.389.1420	S phase
Tb10.389.1450	S phase
Tb10.389.1620	S phase
Tb10.406.0020	S phase
Tb10.406.0030	S phase
Tb10.406.0070	S phase
Tb10.406.0130	S phase
Tb10.406.0140	S phase
Tb10.406.0160	S phase
Tb10.406.0210	S phase
Tb10.406.0290	S phase
Tb10.406.0330	S phase
Tb10.406.0340	S phase
Tb10.406.0600	S phase
Tb10.406.0650	S phase
Tb10.61.0090	S phase
Tb10.61.0240	S phase
Tb10.61.0300	S phase
Tb10.61.0450	S phase
Tb10.61.0520	S phase
Tb10.61.0560	S phase
Tb10.61.0580	S phase
Tb10.61.0660	S phase
Tb10.61.0760	S phase
Tb10.61.0770	S phase
Tb10.61.0800	S phase
Tb10.61.1020	S phase
Tb10.61.1070	S phase
Tb10.61.1180	S phase
Tb10.61.1190	S phase
Tb10.61.1200	S phase
Tb10.61.1230	S phase
Tb10.61.1270	S phase
Tb10.61.1430	S phase
Tb10.61.1560	S phase
Tb10.61.1700	S phase
Tb10.61.1900	S phase
Tb10.61.2060	S phase
Tb10.61.2200	S phase
Tb10.61.2260	S phase
Tb10.61.2300	S phase
Tb10.61.2330	S phase
Tb10.61.2430	S phase
Tb10.61.2450	S phase
Tb10.61.2490	S phase
Tb10.61.2580	S phase
Tb10.61.2920	S phase
Tb10.61.3040	S phase
Tb10.61.3120	S phase
Tb10.6k15.0040	S phase
Tb10.6k15.0060	S phase
Tb10.6k15.0070	S phase
Tb10.6k15.0080	S phase
Tb10.6k15.0090	S phase
Tb10.6k15.0230	S phase
Tb10.6k15.0240	S phase
Tb10.6k15.0260	S phase
Tb10.6k15.0310	S phase
Tb10.6k15.0320	S phase
Tb10.6k15.0330	S phase
Tb10.6k15.0390	S phase
Tb10.6k15.0560	S phase
Tb10.6k15.0600	S phase
Tb10.6k15.0640	S phase
Tb10.6k15.0650	S phase
Tb10.6k15.0690	S phase
Tb10.6k15.1010	S phase
Tb10.6k15.1220	S phase
Tb10.6k15.1530	S phase
Tb10.6k15.1760	S phase
Tb10.6k15.1940	S phase
Tb10.6k15.1950	S phase
Tb10.6k15.2060	S phase
Tb10.6k15.2090	S phase
Tb10.6k15.2310	S phase
Tb10.6k15.2340	S phase
Tb10.6k15.2350	S phase
Tb10.6k15.2540	S phase
Tb10.6k15.2620	S phase
Tb10.6k15.2800	S phase
Tb10.6k15.2840	S phase
Tb10.6k15.3040	S phase
Tb10.6k15.3110	S phase
Tb10.6k15.3140	S phase
Tb10.6k15.3150	S phase
Tb10.6k15.3210	S phase
Tb10.6k15.3240	S phase
Tb10.6k15.3250	S phase
Tb10.6k15.3280	S phase
Tb10.6k15.3330	S phase
Tb10.6k15.3340	S phase
Tb10.6k15.3360	S phase
Tb10.6k15.3400	S phase
Tb10.6k15.3450	S phase
Tb10.6k15.3460	S phase
Tb10.6k15.3500	S phase
Tb10.6k15.3560	S phase
Tb10.6k15.3570	S phase
Tb10.6k15.3670	S phase
Tb10.6k15.3680	S phase
Tb10.6k15.3880	S phase
Tb10.6k15.3980	S phase
Tb10.70.0060	S phase
Tb10.70.0200	S phase
Tb10.70.0220	S phase
Tb10.70.0230	S phase
Tb10.70.0270	S phase
Tb10.70.0330	S phase
Tb10.70.0470	S phase
Tb10.70.0480	S phase
Tb10.70.0500	S phase
Tb10.70.0600	S phase
Tb10.70.0660	S phase
Tb10.70.0690	S phase
Tb10.70.0890	S phase
Tb10.70.0930	S phase
Tb10.70.1090	S phase
Tb10.70.1190	S phase
Tb10.70.1250	S phase
Tb10.70.1620	S phase
Tb10.70.1720	S phase
Tb10.70.1860	S phase
Tb10.70.1950	S phase
Tb10.70.1970	S phase
Tb10.70.2080	S phase
Tb10.70.2210	S phase
Tb10.70.2330	S phase
Tb10.70.2460	S phase
Tb10.70.2730	S phase
Tb10.70.2900	S phase
Tb10.70.2910	S phase
Tb10.70.2980	S phase
Tb10.70.3000	S phase
Tb10.70.3040	S phase
Tb10.70.3050	S phase
Tb10.70.3180	S phase
Tb10.70.3190	S phase
Tb10.70.3410	S phase
Tb10.70.3460	S phase
Tb10.70.3540	S phase
Tb10.70.3570	S phase
Tb10.70.3720	S phase
Tb10.70.3750	S phase
Tb10.70.3780	S phase
Tb10.70.3870	S phase
Tb10.70.3940	S phase
Tb10.70.3950	S phase
Tb10.70.4100	S phase
Tb10.70.4110	S phase
Tb10.70.4130	S phase
Tb10.70.4320	S phase
Tb10.70.4400	S phase
Tb10.70.4530	S phase
Tb10.70.4540	S phase
Tb10.70.4550	S phase
Tb10.70.4560	S phase
Tb10.70.4610	S phase
Tb10.70.4750	S phase
Tb10.70.4860	S phase
Tb10.70.4870	S phase
Tb10.70.4880	S phase
Tb10.70.4960	S phase
Tb10.70.5010	S phase
Tb10.70.5160	S phase
Tb10.70.5210	S phase
Tb10.70.5650	S phase
Tb10.70.5710	S phase
Tb10.70.5760	S phase
Tb10.70.5860	S phase
Tb10.70.5920	S phase
Tb10.70.5950	S phase
Tb10.70.5990	S phase
Tb10.70.6010	S phase
Tb10.70.6035	S phase
Tb10.70.6190	S phase
Tb10.70.6300	S phase
Tb10.70.6350	S phase
Tb10.70.6450	S phase
Tb10.70.6920	S phase
Tb10.70.7010	S phase
Tb10.70.7170	S phase
Tb10.70.7180	S phase
Tb10.70.7190	S phase
Tb10.70.7300	S phase
Tb10.70.7320	S phase
Tb10.70.7490	S phase
Tb10.70.7560	S phase
Tb10.70.7600	S phase
Tb10.70.7640	S phase
Tb10.v4.0039	S phase
Tb11.01.0130	S phase
Tb11.01.0180	S phase
Tb11.01.0390	S phase
Tb11.01.0400	S phase
Tb11.01.0410	S phase
Tb11.01.0450	S phase
Tb11.01.0480	S phase
Tb11.01.0690	S phase
Tb11.01.0710	S phase
Tb11.01.0820	S phase
Tb11.01.0840	S phase
Tb11.01.0850	S phase
Tb11.01.0880	S phase
Tb11.01.0890	S phase
Tb11.01.0930	S phase
Tb11.01.0960	S phase
Tb11.01.0980	S phase
Tb11.01.1050	S phase
Tb11.01.1070	S phase
Tb11.01.1100	S phase
Tb11.01.1110	S phase
Tb11.01.1130	S phase
Tb11.01.1140	S phase
Tb11.01.1170	S phase
Tb11.01.1460	S phase
Tb11.01.1500	S phase
Tb11.01.1540	S phase
Tb11.01.1650	S phase
Tb11.01.1680	S phase
Tb11.01.1720	S phase
Tb11.01.1740	S phase
Tb11.01.1760	S phase
Tb11.01.1770	S phase
Tb11.01.1830	S phase
Tb11.01.1850	S phase
Tb11.01.1880	S phase
Tb11.01.1910	S phase
Tb11.01.1950	S phase
Tb11.01.1970	S phase
Tb11.01.2050	S phase
Tb11.01.2120	S phase
Tb11.01.2150	S phase
Tb11.01.2160	S phase
Tb11.01.2250	S phase
Tb11.01.2290	S phase
Tb11.01.2320	S phase
Tb11.01.2330	S phase
Tb11.01.2350	S phase
Tb11.01.2440	S phase
Tb11.01.2480	S phase
Tb11.01.2500	S phase
Tb11.01.2580	S phase
Tb11.01.2700	S phase
Tb11.01.2740	S phase
Tb11.01.2810	S phase
Tb11.01.2840	S phase
Tb11.01.2880	S phase
Tb11.01.2885	S phase
Tb11.01.2900	S phase
Tb11.01.2930	S phase
Tb11.01.2950	S phase
Tb11.01.2960	S phase
Tb11.01.2970	S phase
Tb11.01.2980	S phase
Tb11.01.2990	S phase
Tb11.01.3010	S phase
Tb11.01.3030	S phase
Tb11.01.3170	S phase
Tb11.01.3290	S phase
Tb11.01.3340	S phase
Tb11.01.3470	S phase
Tb11.01.3520	S phase
Tb11.01.3600	S phase
Tb11.01.3700	S phase
Tb11.01.3720	S phase
Tb11.01.3730	S phase
Tb11.01.3740	S phase
Tb11.01.3790	S phase
Tb11.01.3930	S phase
Tb11.01.3990	S phase
Tb11.01.4020	S phase
Tb11.01.4060	S phase
Tb11.01.4130	S phase
Tb11.01.4170	S phase
Tb11.01.4210	S phase
Tb11.01.4220	S phase
Tb11.01.4310	S phase
Tb11.01.4330	S phase
Tb11.01.4370	S phase
Tb11.01.4380	S phase
Tb11.01.4390	S phase
Tb11.01.4420	S phase
Tb11.01.4460	S phase
Tb11.01.4480	S phase
Tb11.01.4620	S phase
Tb11.01.4630	S phase
Tb11.01.4640	S phase
Tb11.01.4650	S phase
Tb11.01.4680	S phase
Tb11.01.4690	S phase
Tb11.01.4703	S phase
Tb11.01.4740	S phase
Tb11.01.4920	S phase
Tb11.01.4940	S phase
Tb11.01.4960	S phase
Tb11.01.5000	S phase
Tb11.01.5220	S phase
Tb11.01.5235	S phase
Tb11.01.5240	S phase
Tb11.01.5310	S phase
Tb11.01.5610	S phase
Tb11.01.5650	S phase
Tb11.01.5780	S phase
Tb11.01.5800	S phase
Tb11.01.5860	S phase
Tb11.01.5930	S phase
Tb11.01.6170	S phase
Tb11.01.6200	S phase
Tb11.01.6260	S phase
Tb11.01.6300	S phase
Tb11.01.6340	S phase
Tb11.01.6440	S phase
Tb11.01.6470	S phase
Tb11.01.6550	S phase
Tb11.01.6610	S phase
Tb11.01.6640	S phase
Tb11.01.6770	S phase
Tb11.01.6835	S phase
Tb11.01.6930	S phase
Tb11.01.6960	S phase
Tb11.01.7010	S phase
Tb11.01.7050	S phase
Tb11.01.7080	S phase
Tb11.01.7100	S phase
Tb11.01.7120	S phase
Tb11.01.7200	S phase
Tb11.01.7390	S phase
Tb11.01.7440	S phase
Tb11.01.7450	S phase
Tb11.01.7490	S phase
Tb11.01.7580	S phase
Tb11.01.7610	S phase
Tb11.01.7630	S phase
Tb11.01.7670	S phase
Tb11.01.7760	S phase
Tb11.01.7830	S phase
Tb11.01.8030	S phase
Tb11.01.8090	S phase
Tb11.01.8120	S phase
Tb11.01.8140	S phase
Tb11.01.8230	S phase
Tb11.01.8300	S phase
Tb11.01.8390	S phase
Tb11.01.8420	S phase
Tb11.01.8430	S phase
Tb11.01.8460	S phase
Tb11.01.8480	S phase
Tb11.01.8510	S phase
Tb11.01.8600	S phase
Tb11.01.8610	S phase
Tb11.01.8650	S phase
Tb11.01.8690	S phase
Tb11.01.8740	S phase
Tb11.01.8820	S phase
Tb11.02.0030	S phase
Tb11.02.0090	S phase
Tb11.02.0150	S phase
Tb11.02.0200	S phase
Tb11.02.0300	S phase
Tb11.02.0310	S phase
Tb11.02.0353	S phase
Tb11.02.0358	S phase
Tb11.02.0380	S phase
Tb11.02.0400	S phase
Tb11.02.0410	S phase
Tb11.02.0630	S phase
Tb11.02.0690	S phase
Tb11.02.0730	S phase
Tb11.02.0760	S phase
Tb11.02.0860	S phase
Tb11.02.0880	S phase
Tb11.02.0900	S phase
Tb11.02.0990	S phase
Tb11.02.1000	S phase
Tb11.02.1280	S phase
Tb11.02.1410	S phase
Tb11.02.1420	S phase
Tb11.02.1460	S phase
Tb11.02.1470	S phase
Tb11.02.1510	S phase
Tb11.02.1540	S phase
Tb11.02.1630	S phase
Tb11.02.1680	S phase
Tb11.02.1810	S phase
Tb11.02.1930	S phase
Tb11.02.1940	S phase
Tb11.02.1950	S phase
Tb11.02.2100	S phase
Tb11.02.2210	S phase
Tb11.02.2260	S phase
Tb11.02.2460	S phase
Tb11.02.2640	S phase
Tb11.02.2670	S phase
Tb11.02.2710	S phase
Tb11.02.2820	S phase
Tb11.02.2850	S phase
Tb11.02.2920	S phase
Tb11.02.2980	S phase
Tb11.02.3170	S phase
Tb11.02.3410	S phase
Tb11.02.3880	S phase
Tb11.02.4040	S phase
Tb11.02.4080	S phase
Tb11.02.4090	S phase
Tb11.02.4150	S phase
Tb11.02.4210	S phase
Tb11.02.4230	S phase
Tb11.02.4260	S phase
Tb11.02.4270	S phase
Tb11.02.4290	S phase
Tb11.02.4300	S phase
Tb11.02.4320	S phase
Tb11.02.4400	S phase
Tb11.02.4410	S phase
Tb11.02.4520	S phase
Tb11.02.4530	S phase
Tb11.02.4640	S phase
Tb11.02.4660	S phase
Tb11.02.4760	S phase
Tb11.02.4830	S phase
Tb11.02.4920	S phase
Tb11.02.4970	S phase
Tb11.02.4990	S phase
Tb11.02.5000	S phase
Tb11.02.5010	S phase
Tb11.02.5050	S phase
Tb11.02.5110	S phase
Tb11.02.5130	S phase
Tb11.02.5150	S phase
Tb11.02.5190	S phase
Tb11.02.5340	S phase
Tb11.02.5380	S phase
Tb11.02.5450	S phase
Tb11.02.5550	S phase
Tb11.02.5570	S phase
Tb11.02.5740	S phase
Tb11.03.0080	S phase
Tb11.03.0140	S phase
Tb11.03.0240	S phase
Tb11.03.0340	S phase
Tb11.03.0390	S phase
Tb11.03.0430	S phase
Tb11.03.0450	S phase
Tb11.03.0460	S phase
Tb11.03.0500	S phase
Tb11.03.0810	S phase
Tb11.12.0010	S phase
Tb11.18.0001	S phase
Tb11.18.0008	S phase
Tb11.18.0012	S phase
Tb11.18.0018	S phase
Tb11.39.0008	S phase
Tb11.42.0005	S phase
Tb11.42.0007	S phase
Tb11.46.0004	S phase
Tb11.46.0009	S phase
Tb11.47.0011	S phase
Tb11.47.0023	S phase
Tb11.47.0034	S phase
Tb11.47.0035	S phase
Tb11.47.0036	S phase
Tb11.50.0004	S phase
Tb11.52.0002	S phase
Tb11.52.0018	S phase
Tb11.55.0001	S phase
Tb11.55.0012	S phase
Tb11.55.0019	S phase
Tb11.57.0008	S phase
Tb11.v4.0001	S phase
Tb11.v4.0008	S phase
Tb927.1.100	S phase
Tb927.1.1240	S phase
Tb927.1.1350	S phase
Tb927.1.1550	S phase
Tb927.1.1600	S phase
Tb927.1.1670	S phase
Tb927.1.1710	S phase
Tb927.1.1890	S phase
Tb927.1.190	S phase
Tb927.1.1910	S phase
Tb927.1.1930	S phase
Tb927.1.1960	S phase
Tb927.1.2100	S phase
Tb927.1.2120	S phase
Tb927.1.2430	S phase
Tb927.1.2440	S phase
