Gene	peak.time
Tb11.03.0030	G2/M phase
Tb11.03.0040	G2/M phase
Tb11.03.0050	G2/M phase
Tb11.03.0110	G2/M phase
Tb11.03.0180	G2/M phase
Tb11.03.0190	G2/M phase
Tb11.03.0210	G2/M phase
Tb11.03.0260	G2/M phase
Tb11.03.0290	G2/M phase
Tb11.03.0300	G2/M phase
Tb11.03.0335	G2/M phase
Tb11.03.0410	G2/M phase
Tb11.03.0440	G2/M phase
Tb11.03.0470	G2/M phase
Tb11.03.0475	G2/M phase
Tb11.03.0510	G2/M phase
Tb11.03.0520	G2/M phase
Tb11.03.0540	G2/M phase
Tb11.03.0680	G2/M phase
Tb11.03.0700	G2/M phase
Tb11.03.0790	G2/M phase
Tb11.03.0830	G2/M phase
Tb11.03.0840	G2/M phase
Tb11.03.0860	G2/M phase
Tb11.03.0890	G2/M phase
Tb11.03.0930	G2/M phase
Tb11.03.0935	G2/M phase
Tb11.03.0940	G2/M phase
Tb11.12.0007	G2/M phase
Tb11.12.0008	G2/M phase
Tb11.18.0007	G2/M phase
Tb11.18.0013	G2/M phase
Tb11.18.0014	G2/M phase
Tb11.18.0017	G2/M phase
Tb11.22.0004	G2/M phase
Tb11.22.0008	G2/M phase
Tb11.22.0010	G2/M phase
Tb11.39.0004	G2/M phase
Tb11.39.0005	G2/M phase
Tb11.46.0005	G2/M phase
Tb11.46.0006	G2/M phase
Tb11.46.0007	G2/M phase
Tb11.46.0011	G2/M phase
Tb11.47.0006	G2/M phase
Tb11.47.0008	G2/M phase
Tb11.47.0009	G2/M phase
Tb11.47.0013	G2/M phase
Tb11.47.0019	G2/M phase
Tb11.47.0024	G2/M phase
Tb11.47.0029	G2/M phase
Tb11.50.0003	G2/M phase
Tb11.52.0001	G2/M phase
Tb11.52.0003	G2/M phase
Tb11.52.0004	G2/M phase
Tb11.52.0006	G2/M phase
Tb11.52.0013	G2/M phase
Tb11.52.0016	G2/M phase
Tb11.55.0002	G2/M phase
Tb11.55.0008	G2/M phase
Tb11.55.0009	G2/M phase
Tb11.55.0015	G2/M phase
Tb11.55.0022	G2/M phase
Tb11.57.0001	G2/M phase
Tb11.57.0003	G2/M phase
Tb927.1.1010	G2/M phase
Tb927.1.1030	G2/M phase
Tb927.1.1050	G2/M phase
Tb927.1.1060	G2/M phase
Tb927.1.1130	G2/M phase
Tb927.1.1140	G2/M phase
Tb927.1.1210	G2/M phase
Tb927.1.1220	G2/M phase
Tb927.1.1360	G2/M phase
Tb927.1.1370	G2/M phase
Tb927.1.1530	G2/M phase
Tb927.1.1540	G2/M phase
Tb927.1.1620	G2/M phase
Tb927.1.1640	G2/M phase
Tb927.1.1690	G2/M phase
Tb927.1.1700	G2/M phase
Tb927.1.1720	G2/M phase
Tb927.1.1770	G2/M phase
Tb927.1.1850	G2/M phase
Tb927.1.1880	G2/M phase
Tb927.1.2330	G2/M phase
Tb927.1.2670	G2/M phase
Tb927.1.2750	G2/M phase
Tb927.1.290	G2/M phase
Tb927.1.2970	G2/M phase
Tb927.1.3000	G2/M phase
Tb927.1.3010	G2/M phase
Tb927.1.3040	G2/M phase
Tb927.1.3050	G2/M phase
Tb927.1.3170	G2/M phase
Tb927.1.3220	G2/M phase
Tb927.1.3390	G2/M phase
Tb927.1.3410	G2/M phase
Tb927.1.3440	G2/M phase
Tb927.1.3450	G2/M phase
Tb927.1.3810	G2/M phase
Tb927.1.3820	G2/M phase
Tb927.1.4180	G2/M phase
Tb927.1.4190	G2/M phase
Tb927.1.4380	G2/M phase
Tb927.1.4650	G2/M phase
Tb927.1.4680	G2/M phase
Tb927.1.4720	G2/M phase
Tb927.1.4730	G2/M phase
Tb927.1.4780	G2/M phase
Tb927.1.4810	G2/M phase
Tb927.1.5030	G2/M phase
Tb927.1.540	G2/M phase
Tb927.1.560	G2/M phase
Tb927.1.570	G2/M phase
Tb927.1.690	G2/M phase
Tb927.1.780	G2/M phase
Tb927.1.790	G2/M phase
Tb927.1.870	G2/M phase
Tb927.1.890	G2/M phase
Tb927.1.990	G2/M phase
Tb927.2.1080	G2/M phase
Tb927.2.1310	G2/M phase
Tb927.2.1730	G2/M phase
Tb927.2.1760	G2/M phase
Tb927.2.1850	G2/M phase
Tb927.2.1890	G2/M phase
Tb927.2.2160	G2/M phase
Tb927.2.2230	G2/M phase
Tb927.2.2240	G2/M phase
Tb927.2.2430	G2/M phase
Tb927.2.2500	G2/M phase
Tb927.2.2540	G2/M phase
Tb927.2.2670	G2/M phase
Tb927.2.2950	G2/M phase
Tb927.2.2970	G2/M phase
Tb927.2.3000	G2/M phase
Tb927.2.3160	G2/M phase
Tb927.2.3730	G2/M phase
Tb927.2.3780	G2/M phase
Tb927.2.3910	G2/M phase
Tb927.2.3920	G2/M phase
Tb927.2.4000	G2/M phase
Tb927.2.4050	G2/M phase
Tb927.2.4130	G2/M phase
Tb927.2.4140	G2/M phase
Tb927.2.4240	G2/M phase
Tb927.2.4330	G2/M phase
Tb927.2.4420	G2/M phase
Tb927.2.4480	G2/M phase
Tb927.2.4550	G2/M phase
Tb927.2.4560	G2/M phase
Tb927.2.4580	G2/M phase
Tb927.2.4620	G2/M phase
Tb927.2.4720	G2/M phase
Tb927.2.4800	G2/M phase
Tb927.2.4850	G2/M phase
Tb927.2.4980	G2/M phase
Tb927.2.5020	G2/M phase
Tb927.2.5030	G2/M phase
Tb927.2.5040	G2/M phase
Tb927.2.5140	G2/M phase
Tb927.2.5180	G2/M phase
Tb927.2.5190	G2/M phase
Tb927.2.5230	G2/M phase
Tb927.2.5250	G2/M phase
Tb927.2.5260	G2/M phase
Tb927.2.5440	G2/M phase
Tb927.2.5660	G2/M phase
Tb927.2.5830	G2/M phase
Tb927.2.5890	G2/M phase
Tb927.2.5900	G2/M phase
Tb927.2.5950	G2/M phase
Tb927.2.6050	G2/M phase
Tb927.2.6130	G2/M phase
Tb927.3.1040	G2/M phase
Tb927.3.1060	G2/M phase
Tb927.3.1070	G2/M phase
Tb927.3.1090	G2/M phase
Tb927.3.1100	G2/M phase
Tb927.3.1150	G2/M phase
Tb927.3.1160	G2/M phase
Tb927.3.1170	G2/M phase
Tb927.3.1260	G2/M phase
Tb927.3.1280	G2/M phase
Tb927.3.1300	G2/M phase
Tb927.3.1350	G2/M phase
Tb927.3.1450	G2/M phase
Tb927.3.1550	G2/M phase
Tb927.3.1580	G2/M phase
Tb927.3.1610	G2/M phase
Tb927.3.1730	G2/M phase
Tb927.3.1740	G2/M phase
Tb927.3.1850	G2/M phase
Tb927.3.1890	G2/M phase
Tb927.3.1920	G2/M phase
Tb927.3.1930	G2/M phase
Tb927.3.1940	G2/M phase
Tb927.3.1960	G2/M phase
Tb927.3.1990	G2/M phase
Tb927.3.2000	G2/M phase
Tb927.3.2010	G2/M phase
Tb927.3.2080	G2/M phase
Tb927.3.2090	G2/M phase
Tb927.3.2180	G2/M phase
Tb927.3.2290	G2/M phase
Tb927.3.2300	G2/M phase
Tb927.3.2360	G2/M phase
Tb927.3.2390	G2/M phase
Tb927.3.2420	G2/M phase
Tb927.3.2440	G2/M phase
Tb927.3.2640	G2/M phase
Tb927.3.2660	G2/M phase
Tb927.3.2670	G2/M phase
Tb927.3.2700	G2/M phase
Tb927.3.2720	G2/M phase
Tb927.3.2740	G2/M phase
Tb927.3.2770	G2/M phase
Tb927.3.2810	G2/M phase
Tb927.3.2820	G2/M phase
Tb927.3.2830	G2/M phase
Tb927.3.2870	G2/M phase
Tb927.3.2890	G2/M phase
Tb927.3.2920	G2/M phase
Tb927.3.2950	G2/M phase
Tb927.3.2980	G2/M phase
Tb927.3.2990	G2/M phase
Tb927.3.3010	G2/M phase
Tb927.3.3030	G2/M phase
Tb927.3.3050	G2/M phase
Tb927.3.3120	G2/M phase
Tb927.3.3200	G2/M phase
Tb927.3.3230	G2/M phase
Tb927.3.3240	G2/M phase
Tb927.3.3340	G2/M phase
Tb927.3.3350	G2/M phase
Tb927.3.3370	G2/M phase
Tb927.3.3380	G2/M phase
Tb927.3.3400	G2/M phase
Tb927.3.3580	G2/M phase
Tb927.3.3590	G2/M phase
Tb927.3.3660	G2/M phase
Tb927.3.3670	G2/M phase
Tb927.3.3680	G2/M phase
Tb927.3.3710	G2/M phase
Tb927.3.3770	G2/M phase
Tb927.3.3880	G2/M phase
Tb927.3.3890	G2/M phase
Tb927.3.3910	G2/M phase
Tb927.3.3920	G2/M phase
Tb927.3.3950	G2/M phase
Tb927.3.3970	G2/M phase
Tb927.3.3990	G2/M phase
Tb927.3.4160	G2/M phase
Tb927.3.4170	G2/M phase
Tb927.3.4190	G2/M phase
Tb927.3.4260	G2/M phase
Tb927.3.4290	G2/M phase
Tb927.3.4380	G2/M phase
Tb927.3.4390	G2/M phase
Tb927.3.4460	G2/M phase
Tb927.3.4470	G2/M phase
Tb927.3.4520	G2/M phase
Tb927.3.4530	G2/M phase
Tb927.3.4550	G2/M phase
Tb927.3.4600	G2/M phase
Tb927.3.4670	G2/M phase
Tb927.3.4680	G2/M phase
Tb927.3.4690	G2/M phase
Tb927.3.4720	G2/M phase
Tb927.3.4730	G2/M phase
Tb927.3.4750	G2/M phase
Tb927.3.4860	G2/M phase
Tb927.3.4980	G2/M phase
Tb927.3.5060	G2/M phase
Tb927.3.5120	G2/M phase
Tb927.3.5150	G2/M phase
Tb927.3.5280	G2/M phase
Tb927.3.5310	G2/M phase
Tb927.3.5320	G2/M phase
Tb927.3.5330	G2/M phase
Tb927.3.5350	G2/M phase
Tb927.3.5400	G2/M phase
Tb927.3.5410	G2/M phase
Tb927.3.5440	G2/M phase
Tb927.3.5510	G2/M phase
Tb927.3.5590	G2/M phase
Tb927.3.5610	G2/M phase
Tb927.3.5630	G2/M phase
Tb927.3.5650	G2/M phase
Tb927.3.640	G2/M phase
Tb927.3.740	G2/M phase
Tb927.3.750	G2/M phase
Tb927.3.770	G2/M phase
Tb927.3.820	G2/M phase
Tb927.3.880	G2/M phase
Tb927.3.900	G2/M phase
Tb927.4.1070	G2/M phase
Tb927.4.1130	G2/M phase
Tb927.4.1150	G2/M phase
Tb927.4.1290	G2/M phase
Tb927.4.1310	G2/M phase
Tb927.4.1420	G2/M phase
Tb927.4.1480	G2/M phase
Tb927.4.1490	G2/M phase
Tb927.4.1560	G2/M phase
Tb927.4.1580	G2/M phase
Tb927.4.1630	G2/M phase
Tb927.4.1640	G2/M phase
Tb927.4.1670	G2/M phase
Tb927.4.1680	G2/M phase
Tb927.4.1720	G2/M phase
Tb927.4.1730	G2/M phase
Tb927.4.1740	G2/M phase
Tb927.4.1750	G2/M phase
Tb927.4.1780	G2/M phase
Tb927.4.1810	G2/M phase
Tb927.4.1820	G2/M phase
Tb927.4.1850	G2/M phase
Tb927.4.1890	G2/M phase
Tb927.4.1900	G2/M phase
Tb927.4.1930	G2/M phase
Tb927.4.1950	G2/M phase
Tb927.4.2010	G2/M phase
Tb927.4.2160	G2/M phase
Tb927.4.2280	G2/M phase
Tb927.4.2300	G2/M phase
Tb927.4.2310	G2/M phase
Tb927.4.2330	G2/M phase
Tb927.4.2440	G2/M phase
Tb927.4.2480	G2/M phase
Tb927.4.2520	G2/M phase
Tb927.4.2560	G2/M phase
Tb927.4.2620	G2/M phase
Tb927.4.2630	G2/M phase
Tb927.4.2720	G2/M phase
Tb927.4.2840	G2/M phase
Tb927.4.2870	G2/M phase
Tb927.4.2890	G2/M phase
Tb927.4.2900	G2/M phase
Tb927.4.2910	G2/M phase
Tb927.4.2920	G2/M phase
Tb927.4.2930	G2/M phase
Tb927.4.2960	G2/M phase
Tb927.4.3000	G2/M phase
Tb927.4.3140	G2/M phase
Tb927.4.330	G2/M phase
Tb927.4.3300	G2/M phase
Tb927.4.3360	G2/M phase
Tb927.4.3370	G2/M phase
Tb927.4.3390	G2/M phase
Tb927.4.3430	G2/M phase
Tb927.4.3440	G2/M phase
Tb927.4.3450	G2/M phase
Tb927.4.3460	G2/M phase
Tb927.4.3560	G2/M phase
Tb927.4.3570	G2/M phase
Tb927.4.360	G2/M phase
Tb927.4.3630	G2/M phase
Tb927.4.3670	G2/M phase
Tb927.4.3700	G2/M phase
Tb927.4.3770	G2/M phase
Tb927.4.380	G2/M phase
Tb927.4.3810	G2/M phase
Tb927.4.3830	G2/M phase
Tb927.4.3840	G2/M phase
Tb927.4.3850	G2/M phase
Tb927.4.400	G2/M phase
Tb927.4.4030	G2/M phase
Tb927.4.4040	G2/M phase
Tb927.4.4060	G2/M phase
Tb927.4.4100	G2/M phase
Tb927.4.4170	G2/M phase
Tb927.4.4200	G2/M phase
Tb927.4.4210	G2/M phase
Tb927.4.4350	G2/M phase
Tb927.4.4370	G2/M phase
Tb927.4.4410	G2/M phase
Tb927.4.4420	G2/M phase
Tb927.4.4460	G2/M phase
Tb927.4.4470	G2/M phase
Tb927.4.450	G2/M phase
Tb927.4.4630	G2/M phase
Tb927.4.4650	G2/M phase
Tb927.4.4670	G2/M phase
Tb927.4.4680	G2/M phase
Tb927.4.4690	G2/M phase
Tb927.4.4700	G2/M phase
Tb927.4.4750	G2/M phase
Tb927.4.4820	G2/M phase
Tb927.4.4900	G2/M phase
Tb927.4.4970	G2/M phase
Tb927.4.5040	G2/M phase
Tb927.4.5160	G2/M phase
Tb927.4.5180	G2/M phase
Tb927.4.5220	G2/M phase
Tb927.4.590	G2/M phase
Tb927.4.610	G2/M phase
Tb927.4.640	G2/M phase
Tb927.4.660	G2/M phase
Tb927.4.690	G2/M phase
Tb927.4.820	G2/M phase
Tb927.4.900	G2/M phase
Tb927.4.910	G2/M phase
Tb927.4.920	G2/M phase
Tb927.4.930	G2/M phase
Tb927.4.960	G2/M phase
Tb927.5.1020	G2/M phase
Tb927.5.1030	G2/M phase
Tb927.5.1050	G2/M phase
Tb927.5.1150	G2/M phase
Tb927.5.1250	G2/M phase
Tb927.5.1310	G2/M phase
Tb927.5.1340	G2/M phase
Tb927.5.1350	G2/M phase
Tb927.5.1460	G2/M phase
Tb927.5.1520	G2/M phase
Tb927.5.1560	G2/M phase
Tb927.5.1580	G2/M phase
Tb927.5.1610	G2/M phase
Tb927.5.1620	G2/M phase
Tb927.5.1640	G2/M phase
Tb927.5.1730	G2/M phase
Tb927.5.1800	G2/M phase
Tb927.5.1830	G2/M phase
Tb927.5.1870	G2/M phase
Tb927.5.1880	G2/M phase
Tb927.5.1900	G2/M phase
Tb927.5.1910	G2/M phase
Tb927.5.1930	G2/M phase
Tb927.5.1940	G2/M phase
Tb927.5.2050	G2/M phase
Tb927.5.2130	G2/M phase
Tb927.5.2270	G2/M phase
Tb927.5.2280	G2/M phase
Tb927.5.2310	G2/M phase
Tb927.5.2370	G2/M phase
Tb927.5.2510	G2/M phase
Tb927.5.2520	G2/M phase
Tb927.5.2530	G2/M phase
Tb927.5.2580	G2/M phase
Tb927.5.2590	G2/M phase
Tb927.5.2600	G2/M phase
Tb927.5.2610	G2/M phase
Tb927.5.2650	G2/M phase
Tb927.5.2660	G2/M phase
Tb927.5.2680	G2/M phase
Tb927.5.2720	G2/M phase
Tb927.5.2740	G2/M phase
Tb927.5.2930	G2/M phase
Tb927.5.2940	G2/M phase
Tb927.5.2960	G2/M phase
Tb927.5.2990	G2/M phase
Tb927.5.3050	G2/M phase
Tb927.5.3070	G2/M phase
Tb927.5.3140	G2/M phase
Tb927.5.3340	G2/M phase
Tb927.5.3350	G2/M phase
Tb927.5.3410	G2/M phase
Tb927.5.3520	G2/M phase
Tb927.5.3690	G2/M phase
Tb927.5.3710	G2/M phase
Tb927.5.3760	G2/M phase
Tb927.5.3820	G2/M phase
Tb927.5.3840	G2/M phase
Tb927.5.3870	G2/M phase
Tb927.5.3900	G2/M phase
Tb927.5.3940	G2/M phase
Tb927.5.4030	G2/M phase
Tb927.5.4040	G2/M phase
Tb927.5.4060	G2/M phase
Tb927.5.4070	G2/M phase
Tb927.5.4080	G2/M phase
Tb927.5.4100	G2/M phase
Tb927.5.4110	G2/M phase
Tb927.5.4150	G2/M phase
Tb927.5.4270	G2/M phase
Tb927.5.4280	G2/M phase
Tb927.5.4310	G2/M phase
Tb927.5.4320	G2/M phase
Tb927.5.4390	G2/M phase
Tb927.5.4400	G2/M phase
Tb927.5.4420	G2/M phase
Tb927.5.4440	G2/M phase
Tb927.5.4450	G2/M phase
Tb927.5.4480	G2/M phase
Tb927.5.530	G2/M phase
Tb927.5.580	G2/M phase
Tb927.5.670	G2/M phase
Tb927.5.680	G2/M phase
Tb927.5.690	G2/M phase
Tb927.5.900	G2/M phase
Tb927.5.970	G2/M phase
Tb927.6.1100	G2/M phase
Tb927.6.140	G2/M phase
Tb927.6.1450	G2/M phase
Tb927.6.1470	G2/M phase
Tb927.6.1540	G2/M phase
Tb927.6.1560	G2/M phase
Tb927.6.1590	G2/M phase
Tb927.6.1610	G2/M phase
Tb927.6.1660	G2/M phase
Tb927.6.1680	G2/M phase
Tb927.6.1720	G2/M phase
Tb927.6.1780	G2/M phase
Tb927.6.1800	G2/M phase
Tb927.6.1830	G2/M phase
Tb927.6.1870	G2/M phase
Tb927.6.1880	G2/M phase
Tb927.6.1900	G2/M phase
Tb927.6.2010	G2/M phase
Tb927.6.2050	G2/M phase
Tb927.6.2060	G2/M phase
Tb927.6.2070	G2/M phase
Tb927.6.2130	G2/M phase
Tb927.6.2150	G2/M phase
Tb927.6.2180	G2/M phase
Tb927.6.2280	G2/M phase
Tb927.6.2370	G2/M phase
Tb927.6.2380	G2/M phase
Tb927.6.2420	G2/M phase
Tb927.6.2460	G2/M phase
Tb927.6.2500	G2/M phase
Tb927.6.2570	G2/M phase
Tb927.6.2650	G2/M phase
Tb927.6.2750	G2/M phase
Tb927.6.2770	G2/M phase
Tb927.6.2780	G2/M phase
Tb927.6.2820	G2/M phase
Tb927.6.2920	G2/M phase
Tb927.6.2940	G2/M phase
Tb927.6.2960	G2/M phase
Tb927.6.2990	G2/M phase
Tb927.6.3020	G2/M phase
Tb927.6.3140	G2/M phase
Tb927.6.3250	G2/M phase
Tb927.6.3260	G2/M phase
Tb927.6.3510	G2/M phase
Tb927.6.3540	G2/M phase
Tb927.6.3550	G2/M phase
Tb927.6.3570	G2/M phase
Tb927.6.3590	G2/M phase
Tb927.6.3600	G2/M phase
Tb927.6.3700	G2/M phase
Tb927.6.3760	G2/M phase
Tb927.6.3780	G2/M phase
Tb927.6.3790	G2/M phase
Tb927.6.3820	G2/M phase
Tb927.6.3900	G2/M phase
Tb927.6.3920	G2/M phase
Tb927.6.3930	G2/M phase
Tb927.6.4030	G2/M phase
Tb927.6.4060	G2/M phase
Tb927.6.4080	G2/M phase
Tb927.6.4090	G2/M phase
Tb927.6.410	G2/M phase
Tb927.6.4130	G2/M phase
Tb927.6.4210	G2/M phase
Tb927.6.4320	G2/M phase
Tb927.6.4350	G2/M phase
Tb927.6.4370	G2/M phase
Tb927.6.4410	G2/M phase
Tb927.6.4500	G2/M phase
Tb927.6.4560	G2/M phase
Tb927.6.4610	G2/M phase
Tb927.6.4630	G2/M phase
Tb927.6.4660	G2/M phase
Tb927.6.4710	G2/M phase
Tb927.6.4720	G2/M phase
Tb927.6.4740	G2/M phase
Tb927.6.4820	G2/M phase
Tb927.6.4830	G2/M phase
Tb927.6.4840	G2/M phase
Tb927.6.4930	G2/M phase
Tb927.6.4960	G2/M phase
Tb927.6.4990	G2/M phase
Tb927.6.5030	G2/M phase
Tb927.6.5070	G2/M phase
Tb927.6.580	G2/M phase
Tb927.6.630	G2/M phase
Tb927.6.880	G2/M phase
Tb927.7.1000	G2/M phase
Tb927.7.1020	G2/M phase
Tb927.7.1070	G2/M phase
Tb927.7.1080	G2/M phase
Tb927.7.1120	G2/M phase
Tb927.7.1350	G2/M phase
Tb927.7.1400	G2/M phase
Tb927.7.1430	G2/M phase
Tb927.7.1440	G2/M phase
Tb927.7.1450	G2/M phase
Tb927.7.1480	G2/M phase
Tb927.7.1500	G2/M phase
Tb927.7.1530	G2/M phase
Tb927.7.1560	G2/M phase
Tb927.7.1620	G2/M phase
Tb927.7.1710	G2/M phase
Tb927.7.1740	G2/M phase
Tb927.7.1760	G2/M phase
Tb927.7.1800	G2/M phase
Tb927.7.1810	G2/M phase
Tb927.7.1820	G2/M phase
Tb927.7.1920	G2/M phase
Tb927.7.2070	G2/M phase
Tb927.7.2080	G2/M phase
Tb927.7.2130	G2/M phase
Tb927.7.2170	G2/M phase
Tb927.7.2190	G2/M phase
Tb927.7.2200	G2/M phase
Tb927.7.2240	G2/M phase
Tb927.7.2270	G2/M phase
Tb927.7.2280	G2/M phase
Tb927.7.2320	G2/M phase
Tb927.7.2350	G2/M phase
Tb927.7.2360	G2/M phase
Tb927.7.2400	G2/M phase
Tb927.7.2460	G2/M phase
Tb927.7.2470	G2/M phase
Tb927.7.2480	G2/M phase
Tb927.7.2510	G2/M phase
Tb927.7.2520	G2/M phase
Tb927.7.2570	G2/M phase
Tb927.7.260	G2/M phase
Tb927.7.2650	G2/M phase
Tb927.7.270	G2/M phase
Tb927.7.2700	G2/M phase
Tb927.7.2760	G2/M phase
Tb927.7.2790	G2/M phase
Tb927.7.2810	G2/M phase
Tb927.7.290	G2/M phase
Tb927.7.3060	G2/M phase
Tb927.7.3070	G2/M phase
Tb927.7.3100	G2/M phase
Tb927.7.3110	G2/M phase
Tb927.7.3140	G2/M phase
Tb927.7.3150	G2/M phase
Tb927.7.3170	G2/M phase
Tb927.7.3200	G2/M phase
Tb927.7.3210	G2/M phase
Tb927.7.3360	G2/M phase
Tb927.7.3380	G2/M phase
Tb927.7.340	G2/M phase
Tb927.7.3450	G2/M phase
Tb927.7.3500	G2/M phase
Tb927.7.3570	G2/M phase
Tb927.7.3580	G2/M phase
Tb927.7.3620	G2/M phase
Tb927.7.3700	G2/M phase
Tb927.7.3760	G2/M phase
Tb927.7.3790	G2/M phase
Tb927.7.3860	G2/M phase
Tb927.7.3920	G2/M phase
Tb927.7.3940	G2/M phase
Tb927.7.3950	G2/M phase
Tb927.7.3960	G2/M phase
Tb927.7.4000	G2/M phase
Tb927.7.4050	G2/M phase
Tb927.7.4100	G2/M phase
Tb927.7.4130	G2/M phase
Tb927.7.4140	G2/M phase
Tb927.7.4150	G2/M phase
Tb927.7.4220	G2/M phase
Tb927.7.4280	G2/M phase
Tb927.7.4290	G2/M phase
Tb927.7.4310	G2/M phase
Tb927.7.4340	G2/M phase
Tb927.7.4430	G2/M phase
Tb927.7.4460	G2/M phase
Tb927.7.4510	G2/M phase
Tb927.7.4540	G2/M phase
Tb927.7.4610	G2/M phase
Tb927.7.4620	G2/M phase
Tb927.7.4650	G2/M phase
Tb927.7.4740	G2/M phase
Tb927.7.4790	G2/M phase
Tb927.7.480	G2/M phase
Tb927.7.4840	G2/M phase
Tb927.7.4870	G2/M phase
Tb927.7.4910	G2/M phase
Tb927.7.4960	G2/M phase
Tb927.7.500	G2/M phase
Tb927.7.5010	G2/M phase
Tb927.7.5040	G2/M phase
Tb927.7.5110	G2/M phase
Tb927.7.5130	G2/M phase
Tb927.7.5240	G2/M phase
Tb927.7.5390	G2/M phase
Tb927.7.540	G2/M phase
Tb927.7.5470	G2/M phase
Tb927.7.5520	G2/M phase
Tb927.7.5530	G2/M phase
Tb927.7.5540	G2/M phase
Tb927.7.5560	G2/M phase
Tb927.7.5580	G2/M phase
Tb927.7.5640	G2/M phase
Tb927.7.5710	G2/M phase
Tb927.7.5740	G2/M phase
Tb927.7.590	G2/M phase
Tb927.7.5950	G2/M phase
Tb927.7.5970	G2/M phase
Tb927.7.600	G2/M phase
Tb927.7.620	G2/M phase
Tb927.7.6230	G2/M phase
Tb927.7.6270	G2/M phase
Tb927.7.630	G2/M phase
Tb927.7.6350	G2/M phase
Tb927.7.650	G2/M phase
Tb927.7.6560	G2/M phase
Tb927.7.660	G2/M phase
Tb927.7.6660	G2/M phase
Tb927.7.6770	G2/M phase
Tb927.7.680	G2/M phase
Tb927.7.6990	G2/M phase
Tb927.7.700	G2/M phase
Tb927.7.7010	G2/M phase
Tb927.7.7050	G2/M phase
Tb927.7.7060	G2/M phase
Tb927.7.7080	G2/M phase
Tb927.7.7110	G2/M phase
Tb927.7.7130	G2/M phase
Tb927.7.7170	G2/M phase
Tb927.7.7330	G2/M phase
Tb927.7.7440	G2/M phase
Tb927.7.7450	G2/M phase
Tb927.7.7540	G2/M phase
Tb927.7.760	G2/M phase
Tb927.7.790	G2/M phase
Tb927.7.800	G2/M phase
Tb927.7.880	G2/M phase
Tb927.7.890	G2/M phase
Tb927.7.900	G2/M phase
Tb927.8.1080	G2/M phase
Tb927.8.1090	G2/M phase
Tb927.8.1140	G2/M phase
Tb927.8.1220	G2/M phase
Tb927.8.1230	G2/M phase
Tb927.8.1310	G2/M phase
Tb927.8.1350	G2/M phase
Tb927.8.1450	G2/M phase
Tb927.8.1530	G2/M phase
Tb927.8.1550	G2/M phase
Tb927.8.1570	G2/M phase
Tb927.8.1600	G2/M phase
Tb927.8.1620	G2/M phase
Tb927.8.1720	G2/M phase
Tb927.8.1730	G2/M phase
Tb927.8.1740	G2/M phase
Tb927.8.1790	G2/M phase
Tb927.8.1800	G2/M phase
Tb927.8.1860	G2/M phase
Tb927.8.1920	G2/M phase
Tb927.8.1950	G2/M phase
Tb927.8.2000	G2/M phase
Tb927.8.2030	G2/M phase
Tb927.8.2040	G2/M phase
Tb927.8.2050	G2/M phase
Tb927.8.2130	G2/M phase
Tb927.8.2150	G2/M phase
Tb927.8.2290	G2/M phase
Tb927.8.2410	G2/M phase
Tb927.8.2500	G2/M phase
Tb927.8.2510	G2/M phase
Tb927.8.2570	G2/M phase
Tb927.8.2600	G2/M phase
Tb927.8.2640	G2/M phase
Tb927.8.2690	G2/M phase
Tb927.8.2800	G2/M phase
Tb927.8.2860	G2/M phase
Tb927.8.2910	G2/M phase
Tb927.8.2950	G2/M phase
Tb927.8.2960	G2/M phase
Tb927.8.2970	G2/M phase
Tb927.8.3210	G2/M phase
Tb927.8.3230	G2/M phase
Tb927.8.3300	G2/M phase
Tb927.8.3320	G2/M phase
Tb927.8.3330	G2/M phase
Tb927.8.3350	G2/M phase
Tb927.8.3450	G2/M phase
Tb927.8.3470	G2/M phase
Tb927.8.3570	G2/M phase
Tb927.8.3690	G2/M phase
Tb927.8.3780	G2/M phase
Tb927.8.3790	G2/M phase
Tb927.8.3960	G2/M phase
Tb927.8.3990	G2/M phase
Tb927.8.4140	G2/M phase
Tb927.8.4190	G2/M phase
Tb927.8.4290	G2/M phase
Tb927.8.4350	G2/M phase
Tb927.8.4400	G2/M phase
Tb927.8.4440	G2/M phase
Tb927.8.4450	G2/M phase
Tb927.8.4510	G2/M phase
Tb927.8.4580	G2/M phase
Tb927.8.4600	G2/M phase
Tb927.8.4610	G2/M phase
Tb927.8.4650	G2/M phase
Tb927.8.4660	G2/M phase
Tb927.8.4670	G2/M phase
Tb927.8.4820	G2/M phase
Tb927.8.4860	G2/M phase
Tb927.8.4910	G2/M phase
Tb927.8.4950	G2/M phase
Tb927.8.4970	G2/M phase
Tb927.8.5020	G2/M phase
Tb927.8.5040	G2/M phase
Tb927.8.5060	G2/M phase
Tb927.8.5160	G2/M phase
Tb927.8.5210	G2/M phase
Tb927.8.5230	G2/M phase
Tb927.8.5240	G2/M phase
Tb927.8.5260	G2/M phase
Tb927.8.5280	G2/M phase
Tb927.8.5300	G2/M phase
Tb927.8.5310	G2/M phase
Tb927.8.5320	G2/M phase
Tb927.8.5480	G2/M phase
Tb927.8.5490	G2/M phase
Tb927.8.5510	G2/M phase
Tb927.8.5570	G2/M phase
Tb927.8.5670	G2/M phase
Tb927.8.5750	G2/M phase
Tb927.8.5780	G2/M phase
Tb927.8.5830	G2/M phase
Tb927.8.5860	G2/M phase
Tb927.8.5960	G2/M phase
